Europe,Belarus,9534956,994037,10.4251870695575
Europe,Latvia,1850654,977765,52.8334848113154
Asia,Saudi Arabia,36408824,841469,2.31116775427847
Asia,Azerbaijan,10358078,835542,8.06657374080404
South America,Paraguay,6780745,735759,10.8507103570478
Asia,Palestine,5250076,703228,13.3946251444741
Asia,Bahrain,1472237,696614,47.3167024059306
Europe,Cyprus,896007,694447,77.504640030714
Asia,Sri Lanka,21832150,672791,3.08165251704482
Asia,Kuwait,4268886,667290,15.6314785637283
North America,Dominican Republic,11228821,661103,5.88755489111457
Asia,Myanmar,54179312,642819,1.18646578605502
Europe,Moldova,3272993,636011,19.4320916665572
Europe,Estonia,1326064,610471,46.0363149893218
South America,Venezuela,28301700,552695,1.95286855559913
Africa,Egypt,110990096,516023,0.464927068808013
Asia,Qatar,2695131,514524,19.0908716496527
Africa,Libya,6812344,507269,7.44632097263438
Africa,Ethiopia,123379928,501182,0.406210319720725
Africa,Reunion,974062,494595,50.7765419449686
North America,Honduras,10432858,472887,4.53266976316557
Asia,Armenia,2780472,451944,16.2542187081906
Europe,Bosnia and Herzegovina,3233530,403659,12.4835396609897
Asia,Oman,4576300,399449,8.72864541223259
Europe,Luxembourg,647601,392829,60.6591095443027
Europe,North Macedonia,2093606,350670,16.7495698808658
Africa,Zambia,20017670,349713,1.74702150649901
Asia,Brunei,449002,346670,77.2090102048543
Africa,Kenya,54027484,344105,0.636907319245146
Europe,Albania,2842318,335047,11.7878084014526
Africa,Botswana,2630300,330696,12.572558263316
Africa,Mauritius,1299478,328052,25.2449060314988
Europe,Kosovo,1782115,274279,15.3906453848377
Africa,Algeria,44903228,272083,0.605931938790681
Africa,Nigeria,218541216,267188,0.122259775474115
Africa,Zimbabwe,16320539,266385,1.63220712257114
Europe,Montenegro,627082,251280,40.0713144373463
Asia,Afghanistan,41128772,235214,0.571896481616324
Africa,Mozambique,32969520,233835,0.709245994482176
North America,Martinique,367512,230354,62.6793138727443
Asia,Laos,7529477,219060,2.90936541807618
Europe,Iceland,372903,210257,56.3838317203133
North America,Guadeloupe,395762,203235,51.3528332684795
North America,El Salvador,6336393,201908,3.18648164657716
North America,Trinidad and Tobago,1531043,191496,12.5075520413209
Asia,Maldives,523798,186694,35.6423659502327
Asia,Uzbekistan,34627648,175081,0.505610430139523
Africa,Namibia,2567024,172513,6.72035010190789
Africa,Uganda,47249588,172154,0.364350266927195
Africa,Ghana,33475870,172057,0.513973199202889
North America,Jamaica,2827382,157115,5.55690741470378
Asia,Cambodia,16767851,139305,0.83078624684821
Africa,Rwanda,13776702,133264,0.967314238197211
Africa,Cameroon,27914542,125240,0.44865504151922
Europe,Malta,533293,122369,22.9459227854106
North America,Barbados,281646,107794,38.272867358315
Africa,Angola,35588996,107481,0.302006271826269
Africa,Democratic Republic of Congo,99010216,100889,0.101897565802705
South America,French Guiana,304568,98041,32.1901841296525
Africa,Senegal,17316452,89402,0.516283589733047
Africa,Malawi,20405318,89168,0.436984123452524
Asia,Kyrgyzstan,6630621,88953,1.34154855178723
Africa,Cote d'Ivoire,28160548,88431,0.314024428785974
South America,Suriname,618046,82501,13.3486827841293
Oceania,New Caledonia,289959,80163,27.6463224110995
Oceania,French Polynesia,306292,79333,25.9011009102425
Africa,Eswatini,1201680,75356,6.27088742427268
South America,Guyana,808727,74357,9.19432639197158
North America,Belize,405285,71412,17.6201931973796
Oceania,Fiji,929769,69047,7.42625318761972
Africa,Madagascar,29611718,68562,0.231536717997922
Europe,Jersey,110796,66391,59.9218383335138
Africa,Cape Verde,593162,64474,10.8695432276511
Africa,Sudan,46874200,63993,0.136520729953791
Africa,Mauritania,4736146,63869,1.34854373154882
Asia,Bhutan,782457,62697,8.01283648813928
Asia,Syria,22125242,57423,0.259536144282625
Africa,Burundi,12889583,54569,0.423357373159395
Oceania,Guam,171783,52287,30.4378198075479
Africa,Seychelles,107135,51790,48.3408783310776
Africa,Gabon,2388997,49051,2.05320475496621
Europe,Andorra,79843,48015,60.1367684080007
Oceania,Papua New Guinea,10142625,46864,0.462050011708014
North America,Curacao,191173,45883,24.0007741679003
North America,Aruba,106459,44224,41.540874890803
Africa,Tanzania,65497752,43230,0.0660022652380497
Africa,Mayotte,326113,42027,12.887250738241
Africa,Togo,8848700,39530,0.446732288358742
North America,Bahamas,409989,38992,9.51049906216996
Africa,Guinea,13859349,38572,0.278310330449143
Europe,Isle of Man,84534,38008,44.9617905221568
Africa,Lesotho,2305826,36138,1.56724748528293
Europe,Guernsey,63329,35326,55.7817113802523
Europe,Faroe Islands,53117,34658,65.2484138787959
North America,Haiti,11585003,34298,0.296055167184678
Africa,Mali,22593598,33166,0.146793795304316
North America,Cayman Islands,68722,31472,45.7961060504642
North America,Saint Lucia,179872,30259,16.8225182351895
Africa,Benin,13352864,28036,0.209962447007623
Africa,Somalia,17597508,27334,0.155328811329422
Oceania,Micronesia (country),114178,26547,23.2505386326613
Oceania,Solomon Islands,724272,25954,3.58346035743478
North America,United States Virgin Islands,99479,25389,25.5219694608912
Europe,San Marino,33690,25292,75.0727218759276
Africa,Congo,5970430,25227,0.422532380414811
Asia,East Timor,1341298,23460,1.74905203765308
Africa,Burkina Faso,22673764,22139,0.0976414855513183
Europe,Liechtenstein,39355,21584,54.8443653919451
Europe,Gibraltar,32677,20550,62.8882700370291
North America,Grenada,125459,19693,15.6967614918021
North America,Bermuda,64207,18860,29.3737442957933
Africa,South Sudan,10913172,18823,0.172479642032582
Asia,Tajikistan,9952789,17786,0.178703677933894
Europe,Monaco,36491,17181,47.0828423446877
Africa,Equatorial Guinea,1674916,17130,1.02273785670446
Oceania,Samoa,222390,17057,7.66985925626152
Oceania,Tonga,106867,16973,15.8823584455445
Oceania,Marshall Islands,41593,16252,39.0738826244801
North America,Nicaragua,6948395,16175,0.232787571806151
North America,Dominica,72758,16047,22.0553066329476
Africa,Djibouti,1120851,15690,1.39982923689233
Africa,Central African Republic,5579148,15441,0.276762688496523
Oceania,Northern Mariana Islands,49574,14779,29.8119982248759
Africa,Gambia,2705995,12627,0.466630573966323
North America,Saint Martin (French part),31816,12324,38.7352275584611
Oceania,Vanuatu,326744,12019,3.67841490585902
North America,Greenland,56494,11971,21.1898608701809
Asia,Yemen,33696612,11945,0.0354486676583391
North America,Bonaire Sint Eustatius and Saba,27052,11922,44.0706786928878
North America,Sint Maarten (Dutch part),44192,11051,25.0067885590152
Africa,Eritrea,3684041,10189,0.276571297659282
North America,Saint Vincent and the Grenadines,103959,9674,9.30559162746852
Africa,Guinea-Bissau,2105580,9614,0.45659628225952
Africa,Niger,26207982,9518,0.0363171800102732
Africa,Comoros,836783,9109,1.08857374014529
North America,Antigua and Barbuda,93772,9106,9.71078786844687
Oceania,American Samoa,44295,8359,18.8712044248787
Africa,Liberia,5302690,8090,0.152564075968989
Africa,Sierra Leone,8605723,7973,0.0926476485473678
Africa,Chad,17723312,7702,0.0434568888704323
North America,British Virgin Islands,31332,7557,24.1191114515511
Oceania,Cook Islands,17032,7344,43.1188351338657
North America,Turks and Caicos Islands,45726,6801,14.8733761973494
Africa,Sao Tome and Principe,227393,6771,2.97766422009473
North America,Saint Kitts and Nevis,47681,6607,13.8566724691177
Oceania,Palau,18084,6372,35.2355673523557
North America,Saint Barthelemy,10994,5507,50.090958704748
Oceania,Nauru,12691,5393,42.4946812701915
Oceania,Kiribati,131237,5085,3.8746694910734
North America,Anguilla,15877,3904,24.5890281539334
Oceania,Wallis and Futuna,11596,3760,32.42497412901
North America,Saint Pierre and Miquelon,5885,3426,58.2158028887001
Oceania,Tuvalu,11335,2943,25.9638288486987
Africa,Saint Helena,5401,2166,40.1036845028698
South America,Falkland Islands,3801,1923,50.5919494869771
North America,Montserrat,4413,1403,31.7924314525266
Oceania,Niue,1952,1074,55.0204918032787
Oceania,Tokelau,1893,80,4.22609614368727
Europe,Vatican,808,26,3.21782178217822
Asia,Turkmenistan,6430777,0,0
Asia,North Korea,26069416,0,0
Asia,Northern Cyprus,382836,NULL,NULL
Asia,Macao,695180,NULL,NULL
Asia,Taiwan,23893396,NULL,NULL
Europe,England,56550000,NULL,NULL
Africa,Western Sahara,576005,NULL,NULL
Asia,Hong Kong,7488863,NULL,NULL
Europe,Wales,3170000,NULL,NULL
Europe,Scotland,5466000,NULL,NULL
Europe,Northern Ireland,1896000,NULL,NULL
Oceania,Pitcairn,47,NULL,NULL
